politica,paso,accion,escenario,latencia,perdida,bw,recompensa
IA (PPO),1,1,normal,0.2,0.0,964.3,1.3851200000000001
IA (PPO),2,1,normal,0.4,0.0,999.0,1.3984
IA (PPO),3,1,normal,0.5,0.0,999.8,1.39842
IA (PPO),4,1,normal,0.5,0.0,998.3,1.39782
IA (PPO),5,1,normal,0.3,0.0,966.5,1.3857
IA (PPO),6,1,normal,0.3,0.0,995.7,1.39738
IA (PPO),7,1,normal,0.4,0.0,975.2,1.3888800000000001
IA (PPO),8,1,normal,0.4,0.0,991.8,1.39552
IA (PPO),9,1,normal,0.1,0.0,973.7,1.38918
IA (PPO),10,1,normal,0.2,0.0,975.6,1.38964
IA (PPO),11,1,normal,0.4,0.0,970.8,1.38712
IA (PPO),12,1,normal,0.3,0.0,956.5,1.3817
IA (PPO),13,1,normal,0.2,0.0,996.4,1.39796
IA (PPO),14,1,normal,0.4,0.0,965.9,1.38516
IA (PPO),15,1,normal,0.3,0.0,997.6,1.39814
IA (PPO),16,1,normal,0.3,0.0,967.0,1.3859
IA (PPO),17,1,normal,0.3,0.0,996.0,1.3975
IA (PPO),18,1,normal,0.3,0.0,987.9,1.39426
IA (PPO),19,1,normal,0.1,0.0,980.8,1.39202
IA (PPO),20,1,normal,0.2,0.0,951.3,1.37992
IA (PPO),21,1,normal,0.2,0.0,950.4,1.3795600000000001
IA (PPO),22,1,normal,0.3,0.0,954.8,1.38102
IA (PPO),23,1,normal,0.3,0.0,953.5,1.3805
IA (PPO),24,1,normal,0.2,0.0,993.5,1.3968
IA (PPO),25,1,normal,0.4,0.0,970.9,1.3871600000000002
IA (PPO),26,1,normal,0.2,0.0,986.0,1.3938000000000001
IA (PPO),27,1,normal,0.2,0.0,979.2,1.39108
IA (PPO),28,1,normal,0.4,0.0,966.6,1.38544
IA (PPO),29,1,normal,0.1,0.0,956.6,1.3823400000000001
IA (PPO),30,1,normal,0.5,0.0,966.6,1.38514
IA (PPO),31,1,normal,0.5,0.0,998.7,1.39798
IA (PPO),32,1,normal,0.2,0.0,995.7,1.39768
IA (PPO),33,1,normal,0.4,0.0,995.1,1.39684
IA (PPO),34,1,normal,0.5,0.0,997.3,1.3974199999999999
IA (PPO),35,1,normal,0.2,0.0,967.0,1.3862
IA (PPO),36,1,normal,0.1,0.0,988.1,1.39494
IA (PPO),37,1,normal,0.1,0.0,969.4,1.38746
IA (PPO),38,1,normal,0.3,0.0,971.4,1.38766
IA (PPO),39,1,normal,0.4,0.0,988.7,1.39428
IA (PPO),40,1,normal,0.3,0.0,990.1,1.39514
IA (PPO),41,1,normal,0.3,0.0,962.3,1.38402
IA (PPO),42,1,normal,0.4,0.0,956.5,1.3814
IA (PPO),43,1,normal,0.2,0.0,967.1,1.38624
IA (PPO),44,1,normal,0.2,0.0,968.2,1.3866800000000001
IA (PPO),45,1,normal,0.2,0.0,959.4,1.38316
IA (PPO),46,1,normal,0.2,0.0,980.4,1.3915600000000001
IA (PPO),47,1,normal,0.1,0.0,983.8,1.39322
IA (PPO),48,1,normal,0.2,0.0,992.3,1.39632
IA (PPO),49,1,normal,0.4,0.0,977.7,1.38988
IA (PPO),50,1,normal,0.2,0.0,962.5,1.3844
IA (PPO),51,1,normal,0.2,0.0,959.5,1.3832
IA (PPO),52,1,normal,0.3,0.0,979.9,1.39106
IA (PPO),53,1,normal,0.5,0.0,972.7,1.38758
IA (PPO),54,1,congestion_3,0.3,0.0,9.9,1.00306
IA (PPO),55,1,congestion_3,0.4,0.0,9.5,1.0026
IA (PPO),56,1,congestion_3,0.3,0.0,9.4,1.00286
IA (PPO),57,1,congestion_3,0.1,0.0,9.9,1.00366
IA (PPO),58,1,congestion_3,0.4,0.0,9.3,1.00252
IA (PPO),59,1,congestion_3,0.3,0.0,9.5,1.0029
IA (PPO),60,1,congestion_3,0.4,0.0,9.8,1.00272
IA (PPO),61,1,congestion_3,0.3,0.0,9.8,1.00302
IA (PPO),62,1,congestion_3,0.3,0.0,9.4,1.00286
IA (PPO),63,1,congestion_3,0.3,0.0,9.5,1.0029
IA (PPO),64,1,congestion_3,0.3,0.0,9.2,1.00278
IA (PPO),65,1,congestion_3,0.4,0.0,9.2,1.00248
IA (PPO),66,1,congestion_3,0.5,0.0,9.5,1.0023
IA (PPO),67,1,congestion_3,0.5,0.0,9.8,1.00242
IA (PPO),68,1,congestion_3,0.3,0.0,9.9,1.00306
IA (PPO),69,1,congestion_3,0.2,0.0,9.3,1.00312
IA (PPO),70,1,congestion_3,0.4,0.0,9.6,1.00264
IA (PPO),71,1,congestion_3,0.2,0.0,9.8,1.00332
IA (PPO),72,1,congestion_3,0.2,0.0,9.5,1.0032
IA (PPO),73,1,congestion_3,0.5,0.0,9.5,1.0023
IA (PPO),74,1,congestion_3,0.5,0.0,9.9,1.00246
IA (PPO),75,1,congestion_3,0.4,0.0,9.4,1.00256
IA (PPO),76,1,congestion_3,0.4,0.0,9.4,1.00256
IA (PPO),77,1,congestion_3,0.5,0.0,9.1,1.00214
IA (PPO),78,1,congestion_3,0.3,0.0,9.0,1.0027
IA (PPO),79,1,congestion_3,0.1,0.0,9.8,1.00362
IA (PPO),80,1,congestion_3,0.2,0.0,9.9,1.00336
IA (PPO),81,1,congestion_3,0.3,0.0,9.1,1.00274
IA (PPO),82,1,congestion_3,0.2,0.0,9.7,1.00328
IA (PPO),83,1,congestion_3,0.4,0.0,9.4,1.00256
IA (PPO),84,1,congestion_3,0.1,0.0,9.3,1.00342
IA (PPO),85,1,congestion_3,0.4,0.0,9.4,1.00256
IA (PPO),86,1,congestion_3,0.3,0.0,9.6,1.00294
IA (PPO),87,1,congestion_3,0.4,0.0,9.8,1.00272
IA (PPO),88,1,congestion_3,0.1,0.0,9.3,1.00342
IA (PPO),89,1,congestion_3,0.4,0.0,9.8,1.00272
IA (PPO),90,1,congestion_3,0.2,0.0,9.9,1.00336
IA (PPO),91,1,congestion_3,0.4,0.0,9.8,1.00272
IA (PPO),92,1,congestion_3,0.4,0.0,9.8,1.00272
IA (PPO),93,1,congestion_3,0.4,0.0,9.7,1.00268
IA (PPO),94,1,congestion_3,0.3,0.0,9.7,1.00298
IA (PPO),95,1,congestion_3,0.4,0.0,9.9,1.00276
IA (PPO),96,1,congestion_3,0.4,0.0,9.1,1.00244
IA (PPO),97,1,congestion_3,0.2,0.0,9.2,1.00308
IA (PPO),98,1,congestion_3,0.3,0.0,9.5,1.0029
IA (PPO),99,1,congestion_3,0.2,0.0,9.7,1.00328
IA (PPO),100,1,congestion_3,0.4,0.0,9.6,1.00264
IA (PPO),101,1,congestion_3,0.3,0.0,9.6,1.00294
IA (PPO),102,1,congestion_3,0.4,0.0,9.1,1.00244
IA (PPO),103,1,congestion_3,0.5,0.0,9.5,1.0023
IA (PPO),104,1,congestion_3,0.1,0.0,9.4,1.00346
IA (PPO),105,1,congestion_3,0.3,0.0,9.2,1.00278
IA (PPO),106,1,congestion_3,0.4,0.0,9.1,1.00244
IA (PPO),107,1,congestion_3,0.2,0.0,9.4,1.00316
IA (PPO),108,1,congestion_3,0.5,0.0,9.4,1.00226
IA (PPO),109,1,congestion_3,0.1,0.0,9.9,1.00366
IA (PPO),110,1,congestion_3,0.2,0.0,9.6,1.00324
IA (PPO),111,1,congestion_3,0.4,0.0,9.7,1.00268
IA (PPO),112,1,congestion_3,0.3,0.0,9.7,1.00298
IA (PPO),113,1,latencia_2,0.2,0.0,962.7,1.38448
IA (PPO),114,1,latencia_2,0.4,0.0,958.2,1.38208
IA (PPO),115,1,latencia_2,0.3,0.0,966.9,1.38586
IA (PPO),116,1,latencia_2,0.3,0.0,983.9,1.39266
IA (PPO),117,1,latencia_2,0.3,0.0,961.0,1.3835
IA (PPO),118,1,latencia_2,0.4,0.0,976.9,1.38956
IA (PPO),119,1,latencia_2,0.3,0.0,979.6,1.39094
IA (PPO),120,1,latencia_2,0.2,0.0,977.8,1.39052
IA (PPO),121,1,latencia_2,0.3,0.0,958.0,1.3823
IA (PPO),122,1,latencia_2,0.1,0.0,994.8,1.3976199999999999
IA (PPO),123,1,latencia_2,0.5,0.0,969.3,1.38622
IA (PPO),124,1,latencia_2,0.4,0.0,991.1,1.39524
IA (PPO),125,1,latencia_2,0.3,0.0,974.2,1.3887800000000001
IA (PPO),126,1,latencia_2,0.1,0.0,974.2,1.38938
IA (PPO),127,1,latencia_2,0.3,0.0,981.9,1.3918599999999999
IA (PPO),128,1,latencia_2,0.2,0.0,996.9,1.39816
IA (PPO),129,1,latencia_2,0.2,0.0,962.2,1.38428
IA (PPO),130,1,latencia_2,0.2,0.0,994.6,1.39724
IA (PPO),131,1,latencia_2,0.3,0.0,999.5,1.3989
IA (PPO),132,1,latencia_2,0.1,0.0,989.0,1.3953
IA (PPO),133,1,latencia_2,0.4,0.0,971.5,1.3874
IA (PPO),134,1,latencia_2,0.2,0.0,963.4,1.38476
IA (PPO),135,1,latencia_2,0.3,0.0,995.9,1.39746
IA (PPO),136,1,latencia_2,0.4,0.0,968.4,1.38616
IA (PPO),137,1,latencia_2,0.4,0.0,981.4,1.3913600000000002
IA (PPO),138,1,latencia_2,0.2,0.0,950.5,1.3796
IA (PPO),139,1,latencia_2,0.3,0.0,972.0,1.3879000000000001
IA (PPO),140,1,latencia_2,0.3,0.0,993.6,1.3965400000000001
IA (PPO),141,1,latencia_2,0.4,0.0,999.9,1.39876
IA (PPO),142,1,latencia_2,0.2,0.0,952.4,1.38036
IA (PPO),143,1,latencia_2,0.4,0.0,959.8,1.38272
IA (PPO),144,1,latencia_2,0.3,0.0,965.7,1.38538
IA (PPO),145,1,normal_2,0.3,0.0,958.7,1.38258
IA (PPO),146,1,normal_2,0.2,0.0,971.7,1.38808
IA (PPO),147,1,normal_2,0.2,0.0,989.5,1.3952
IA (PPO),148,1,normal_2,0.2,0.0,976.9,1.39016
IA (PPO),149,1,normal_2,0.1,0.0,958.9,1.38326
IA (PPO),150,1,normal_2,0.1,0.0,954.4,1.38146
IA (PPO),151,1,normal_2,0.3,0.0,957.1,1.38194
IA (PPO),152,1,normal_2,0.2,0.0,968.3,1.38672
IA (PPO),153,1,normal_2,0.3,0.0,982.4,1.39206
IA (PPO),154,1,normal_2,0.2,0.0,968.0,1.3866
IA (PPO),155,1,normal_2,0.4,0.0,983.8,1.39232
IA (PPO),156,1,normal_2,0.4,0.0,1000.0,1.3988
IA (PPO),157,1,normal_2,0.4,0.0,990.4,1.39496
IA (PPO),158,1,normal_2,0.4,0.0,954.0,1.3804
IA (PPO),159,1,normal_2,0.5,0.0,958.9,1.38206
IA (PPO),160,1,normal_2,0.3,0.0,972.5,1.3881000000000001
IA (PPO),161,1,normal_2,0.4,0.0,982.5,1.3918
IA (PPO),162,1,normal_2,0.4,0.0,994.5,1.3966
IA (PPO),163,1,normal_2,0.5,0.0,979.0,1.3901
IA (PPO),164,1,normal_2,0.3,0.0,972.3,1.38802
IA (PPO),165,1,normal_2,0.2,0.0,995.4,1.39756
IA (PPO),166,1,normal_2,0.5,0.0,994.4,1.39626
IA (PPO),167,1,normal_2,0.5,0.0,967.1,1.38534
IA (PPO),168,1,normal_2,0.2,0.0,968.9,1.38696
IA (PPO),169,1,normal_2,0.3,0.0,983.5,1.3925
IA (PPO),170,1,normal_2,0.4,0.0,991.0,1.3952
IA (PPO),171,1,normal_2,0.4,0.0,980.1,1.39084
IA (PPO),172,1,normal_2,0.3,0.0,966.1,1.38554
IA (PPO),173,1,normal_2,0.1,0.0,961.0,1.3841
IA (PPO),174,1,normal_2,0.4,0.0,970.4,1.38696
IA (PPO),175,1,normal_2,0.3,0.0,996.9,1.39786
IA (PPO),176,1,normal_2,0.4,0.0,959.9,1.38276
IA (PPO),177,1,normal_2,0.2,0.0,968.8,1.38692
IA (PPO),178,1,normal_2,0.4,0.0,989.4,1.39456
IA (PPO),179,1,normal_2,0.4,0.0,992.1,1.39564
IA (PPO),180,1,normal_2,0.3,0.0,950.7,1.37938
IA (PPO),181,1,normal_2,0.3,0.0,967.9,1.38626
IA (PPO),182,1,normal_2,0.4,0.0,954.3,1.38052
IA (PPO),183,1,normal_2,0.4,0.0,978.9,1.39036
IA (PPO),184,1,normal_2,0.4,0.0,950.7,1.37908
IA (PPO),185,1,normal_2,0.3,0.0,959.2,1.3827800000000001
IA (PPO),186,1,normal_2,0.5,0.0,986.1,1.39294
IA (PPO),187,1,normal_2,0.2,0.0,980.0,1.3914
IA (PPO),188,1,normal_2,0.2,0.0,984.8,1.3933200000000001
IA (PPO),189,1,normal_2,0.3,0.0,981.1,1.39154
IA (PPO),190,1,normal_2,0.5,0.0,959.2,1.38218
IA (PPO),191,1,normal_2,0.5,0.0,959.3,1.38222
IA (PPO),192,1,normal_2,0.4,0.0,976.4,1.38936
IA (PPO),193,1,congestion_3,0.4,0.0,9.9,1.00276
IA (PPO),194,1,congestion_3,0.5,0.0,9.2,1.00218
IA (PPO),195,1,congestion_3,0.5,0.0,9.7,1.00238
IA (PPO),196,1,congestion_3,0.5,0.0,9.5,1.0023
IA (PPO),197,1,congestion_3,0.3,0.0,9.1,1.00274
IA (PPO),198,1,congestion_3,0.4,0.0,9.4,1.00256
IA (PPO),199,1,congestion_3,0.3,0.0,9.3,1.00282
IA (PPO),200,1,congestion_3,0.1,0.0,9.3,1.00342
Mejor latencia,1,0,normal,0.2,0.0,998.6,1.39884
Mejor latencia,2,0,normal,0.3,0.0,976.1,1.38954
Mejor latencia,3,1,normal,0.3,0.0,964.2,1.3847800000000001
Mejor latencia,4,0,normal,0.4,0.0,998.5,1.3982
Mejor latencia,5,0,normal,0.5,0.0,966.5,1.3851
Mejor latencia,6,1,normal,0.1,0.0,998.2,1.39898
Mejor latencia,7,1,normal,0.5,0.0,997.7,1.39758
Mejor latencia,8,0,normal,0.2,0.0,985.3,1.39352
Mejor latencia,9,0,normal,0.2,0.0,970.6,1.38764
Mejor latencia,10,0,normal,0.5,0.0,959.2,1.38218
Mejor latencia,11,1,normal,0.4,0.0,969.3,1.38652
Mejor latencia,12,0,normal,0.2,0.0,957.1,1.38224
Mejor latencia,13,0,normal,0.4,0.0,957.0,1.3816000000000002
Mejor latencia,14,1,normal,0.4,0.0,999.8,1.39872
Mejor latencia,15,0,normal,0.3,0.0,992.4,1.39606
Mejor latencia,16,1,normal,0.2,0.0,996.2,1.39788
Mejor latencia,17,0,normal,0.4,0.0,950.6,1.37904
Mejor latencia,18,0,normal,0.1,0.0,960.8,1.38402
Mejor latencia,19,0,normal,0.4,0.0,957.1,1.38164
Mejor latencia,20,1,normal,0.3,0.0,963.5,1.3845
Mejor latencia,21,1,normal,0.3,0.0,953.8,1.38062
Mejor latencia,22,0,normal,0.3,0.0,999.2,1.3987800000000001
Mejor latencia,23,1,normal,0.3,0.0,983.6,1.3925400000000001
Mejor latencia,24,1,normal,0.5,0.0,967.7,1.38558
Mejor latencia,25,0,normal,0.3,0.0,963.4,1.38446
Mejor latencia,26,0,normal,0.2,0.0,998.6,1.39884
Mejor latencia,27,1,normal,0.5,0.0,997.9,1.3976600000000001
Mejor latencia,28,0,normal,0.2,0.0,982.0,1.3922
Mejor latencia,29,0,normal,0.4,0.0,977.2,1.38968
Mejor latencia,30,1,normal,0.2,0.0,974.8,1.38932
Mejor latencia,31,0,normal,0.3,0.0,985.0,1.3931
Mejor latencia,32,0,normal,0.5,0.0,972.6,1.38754
Mejor latencia,33,1,normal,0.2,0.0,971.5,1.388
Mejor latencia,34,0,normal,0.2,0.0,954.0,1.381
Mejor latencia,35,0,normal,0.5,0.0,971.5,1.3871
Mejor latencia,36,1,normal,0.3,0.0,995.6,1.39734
Mejor latencia,37,0,normal,0.3,0.0,952.1,1.37994
Mejor latencia,38,1,normal,0.4,0.0,953.4,1.38016
Mejor latencia,39,0,normal,0.4,0.0,971.7,1.38748
Mejor latencia,40,0,normal_2,0.4,0.0,994.2,1.3964800000000002
Mejor latencia,41,0,normal_2,0.3,0.0,991.1,1.39554
Mejor latencia,42,0,normal_2,0.4,0.0,995.0,1.3968
Mejor latencia,43,1,normal_2,0.2,0.0,991.6,1.3960400000000002
Mejor latencia,44,0,normal_2,0.5,0.0,998.0,1.3977
Mejor latencia,45,1,normal_2,0.5,0.0,962.8,1.38362
Mejor latencia,46,0,normal_2,0.3,0.0,957.3,1.38202
Mejor latencia,47,0,normal_2,0.4,0.0,968.6,1.3862400000000001
Mejor latencia,48,1,normal_2,0.2,0.0,983.1,1.39264
Mejor latencia,49,1,normal_2,0.4,0.0,998.8,1.39832
Mejor latencia,50,0,normal_2,0.3,0.0,977.7,1.39018
Mejor latencia,51,0,normal_2,0.3,0.0,981.6,1.39174
Mejor latencia,52,1,normal_2,0.2,0.0,996.8,1.39812
Mejor latencia,53,0,normal_2,0.4,0.0,990.0,1.3948
Mejor latencia,54,1,normal_2,0.1,0.0,982.8,1.39282
Mejor latencia,55,1,normal_2,0.4,0.0,988.8,1.39432
Mejor latencia,56,0,normal_2,0.2,0.0,983.3,1.39272
Mejor latencia,57,0,normal_2,0.4,0.0,990.0,1.3948
Mejor latencia,58,0,normal_2,0.5,0.0,951.7,1.37918
Mejor latencia,59,1,normal_2,0.3,0.0,956.9,1.38186
Mejor latencia,60,0,normal_2,0.4,0.0,957.4,1.38176
Mejor latencia,61,1,normal_2,0.1,0.0,985.9,1.39406
Mejor latencia,62,1,normal_2,0.5,0.0,958.9,1.38206
Mejor latencia,63,0,normal_2,0.5,0.0,974.9,1.38846
Mejor latencia,64,1,normal_2,0.3,0.0,994.6,1.39694
Mejor latencia,65,0,normal_2,0.1,0.0,952.7,1.3807800000000001
Mejor latencia,66,0,normal_2,0.3,0.0,962.1,1.38394
Mejor latencia,67,1,normal_2,0.3,0.0,964.9,1.38506
Mejor latencia,68,0,normal_2,0.4,0.0,983.4,1.39216
Mejor latencia,69,0,normal_2,0.4,0.0,991.2,1.39528
Mejor latencia,70,1,normal_2,0.2,0.0,977.5,1.3904
Mejor latencia,71,1,normal_2,0.3,0.0,983.8,1.39262
Mejor latencia,72,0,latencia_3,0.3,0.0,954.4,1.38086
Mejor latencia,73,0,latencia_3,0.5,0.0,978.7,1.38998
Mejor latencia,74,0,latencia_3,0.5,0.0,997.8,1.39762
Mejor latencia,75,0,latencia_3,0.2,0.0,983.9,1.39296
Mejor latencia,76,0,latencia_3,0.1,0.0,991.9,1.39646
Mejor latencia,77,0,latencia_3,0.2,0.0,973.5,1.3888
Mejor latencia,78,0,latencia_3,0.5,0.0,954.0,1.3801
Mejor latencia,79,0,latencia_3,0.5,0.0,990.6,1.39474
Mejor latencia,80,0,latencia_3,0.2,0.0,977.8,1.39052
Mejor latencia,81,0,latencia_3,0.4,0.0,957.9,1.38196
Mejor latencia,82,0,latencia_3,0.2,0.0,976.3,1.38992
Mejor latencia,83,0,latencia_3,0.4,0.0,974.1,1.3884400000000001
Mejor latencia,84,0,latencia_3,0.2,0.0,968.8,1.38692
Mejor latencia,85,0,latencia_3,0.4,0.0,987.0,1.3936
Mejor latencia,86,0,latencia_3,0.5,0.0,991.5,1.3951
Mejor latencia,87,0,latencia_3,0.2,0.0,986.0,1.3938000000000001
Mejor latencia,88,0,latencia_3,0.3,0.0,961.4,1.38366
Mejor latencia,89,0,latencia_3,0.1,0.0,992.9,1.39686
Mejor latencia,90,0,latencia_3,0.3,0.0,958.5,1.3825
Mejor latencia,91,0,latencia_3,0.2,0.0,960.0,1.3834
Mejor latencia,92,0,latencia_3,0.3,0.0,972.6,1.38814
Mejor latencia,93,0,latencia_3,0.3,0.0,989.4,1.39486
Mejor latencia,94,0,latencia_3,0.5,0.0,976.5,1.3891
Mejor latencia,95,0,latencia_3,0.2,0.0,992.2,1.39628
Mejor latencia,96,0,latencia_3,0.5,0.0,954.2,1.3801800000000002
Mejor latencia,97,0,latencia_3,0.2,0.0,972.8,1.38852
Mejor latencia,98,0,latencia_3,0.2,0.0,965.6,1.38564
Mejor latencia,99,0,latencia_3,0.4,0.0,988.2,1.39408
Mejor latencia,100,0,latencia_3,0.2,0.0,950.4,1.3795600000000001
Mejor latencia,101,0,latencia_3,0.2,0.0,981.8,1.39212
Mejor latencia,102,0,latencia_3,0.2,0.0,987.4,1.39436
Mejor latencia,103,0,latencia_3,0.2,0.0,960.5,1.3836
Mejor latencia,104,0,latencia_3,0.3,0.0,952.3,1.38002
Mejor latencia,105,0,latencia_3,0.4,0.0,979.1,1.3904400000000001
Mejor latencia,106,0,latencia_3,0.3,0.0,986.5,1.3937
Mejor latencia,107,0,latencia_3,0.4,0.0,993.6,1.3962400000000001
Mejor latencia,108,0,latencia_3,0.4,0.0,985.2,1.3928800000000001
Mejor latencia,109,0,latencia_3,0.3,0.0,984.6,1.39294
Mejor latencia,110,0,latencia_3,0.3,0.0,979.1,1.39074
Mejor latencia,111,0,latencia_3,0.1,0.0,968.8,1.38722
Mejor latencia,112,0,latencia_3,0.4,0.0,952.0,1.3796
Mejor latencia,113,0,latencia_3,0.2,0.0,967.9,1.38656
Mejor latencia,114,0,latencia_3,0.2,0.0,961.6,1.3840400000000002
Mejor latencia,115,0,latencia_3,0.3,0.0,968.1,1.3863400000000001
Mejor latencia,116,0,latencia_3,0.2,0.0,972.7,1.38848
Mejor latencia,117,0,latencia_3,0.1,0.0,970.3,1.38782
Mejor latencia,118,0,latencia_3,0.5,0.0,985.3,1.39262
Mejor latencia,119,0,normal_3,0.3,0.0,953.8,1.38062
Mejor latencia,120,0,normal_3,0.2,0.0,965.3,1.38552
Mejor latencia,121,0,normal_3,0.4,0.0,996.3,1.3973200000000001
Mejor latencia,122,0,normal_3,0.1,0.0,996.7,1.39838
Mejor latencia,123,0,normal_3,0.2,0.0,977.4,1.39036
Mejor latencia,124,0,normal_3,0.4,0.0,977.5,1.3898000000000001
Mejor latencia,125,1,normal_3,0.5,0.0,957.4,1.3814600000000001
Mejor latencia,126,0,normal_3,0.3,0.0,968.3,1.38642
Mejor latencia,127,1,normal_3,0.2,0.0,989.2,1.39508
Mejor latencia,128,1,normal_3,0.5,0.0,984.2,1.3921800000000002
Mejor latencia,129,0,normal_3,0.1,0.0,987.3,1.39462
Mejor latencia,130,0,normal_3,0.3,0.0,985.6,1.39334
Mejor latencia,131,0,normal_3,0.3,0.0,959.2,1.3827800000000001
Mejor latencia,132,1,normal_3,0.2,0.0,971.1,1.3878400000000002
Mejor latencia,133,1,normal_3,0.2,0.0,984.4,1.39316
Mejor latencia,134,1,normal_3,0.1,0.0,952.2,1.3805800000000001
Mejor latencia,135,0,normal_3,0.3,0.0,978.6,1.39054
Mejor latencia,136,1,normal_3,0.3,0.0,990.9,1.39546
Mejor latencia,137,0,normal_3,0.5,0.0,997.1,1.39734
Mejor latencia,138,1,normal_3,0.2,0.0,997.7,1.3984800000000002
Mejor latencia,139,0,normal_3,0.4,0.0,959.6,1.38264
Mejor latencia,140,1,normal_3,0.3,0.0,959.7,1.38298
Mejor latencia,141,0,normal_3,0.4,0.0,990.5,1.395
Mejor latencia,142,1,normal_3,0.4,0.0,982.8,1.39192
Mejor latencia,143,0,normal_3,0.1,0.0,959.6,1.38354
Mejor latencia,144,0,normal_3,0.2,0.0,967.2,1.3862800000000002
Mejor latencia,145,0,normal_3,0.5,0.0,962.9,1.38366
